signature,whale_address,ts_utc,shyft_result,shyft_erase_reason,shyft_direction,helius_result,helius_erase_reason,helius_direction,category,winner
Vg7ZXeFMzLXeMHjaSkCGKPTQjsNgeG8DeuRhSgdgtiWpXawwAaUxFtuDUesqFJsXLctDVhCgTAyET4Vi9Kxfwdn,8jX6h76wzVMwdnbZ4fhXt7zEAriynbdLMExPipvHAWYW,2026-02-18T09:29:34.421Z,erase,invalid_asset_count,n/a,erase,invalid_asset_count,n/a,both_missed,none
5xxtgzJowjVCG4n7XxCReg2ke5TEcBZw2Df5TSbtANcAmqjhq5FzZEjrQfzRhaTikR7CBmvrAsaF5eCpa6wFpq7x,9ZPsRWGkukYeWg2Z7eZ8NaTBZ1DSuBUVzLcGQWZgE4Y4,2026-02-18T09:29:37.721Z,erase,swapper_identification_failed,n/a,erase,swapper_identification_failed,n/a,both_missed,none
54NJLjLkK1Ws45jNsEujobHq2bgLsSFBL6TiuzRfwGhprQmCfLJLmdctURbQ3kCqrnfw9dH3QhrUt1JqvBny1k77,9ZPsRWGkukYeWg2Z7eZ8NaTBZ1DSuBUVzLcGQWZgE4Y4,2026-02-18T09:29:38.277Z,erase,swapper_identification_failed,n/a,erase,swapper_identification_failed,n/a,both_missed,none
67aMzhR3FrESYJeNJdF6zScotPGW7XqquCeoRo5o3KkShhmeXoZ713KuRwTmpPrBFwtXbAZLPBek3GD2u2mX8JE1,H2rYhxbwkxjxbZwam3dbzVR8BbQCyHGUT8Kgitive4pt,2026-02-18T09:29:37.832Z,erase,swapper_identification_failed,n/a,erase,swapper_identification_failed,n/a,both_missed,none
5B3yNB6dtBfZ2krJ7ZnorW959ZV5m6RLbwzcPxdepvDUkGL3PRYM9PkHp8DtHvMhBV246w6SaLWK7tW6aRxjpL3Q,H2rYhxbwkxjxbZwam3dbzVR8BbQCyHGUT8Kgitive4pt,2026-02-18T09:29:37.845Z,erase,invalid_asset_count,n/a,erase,invalid_asset_count,n/a,both_missed,none
656PrG7nDSVC7TnLC5Tk8tzeE6XCxmsN57zy29Zd24uS4CePYCFnaz59iQMSGrqCWYoVoSdNf3oovSidJi8K5mJR,H2rYhxbwkxjxbZwam3dbzVR8BbQCyHGUT8Kgitive4pt,2026-02-18T09:29:37.910Z,erase,invalid_asset_count,n/a,erase,invalid_asset_count,n/a,both_missed,none
2B58nFWiVLLqKKA2aDvCDJRAzU6sYAsDMhkKi1UiUdwvjr3Y4zCMWWnwNPsbesjZs9hVbDHntN26BLG4JxbR38h,H2rYhxbwkxjxbZwam3dbzVR8BbQCyHGUT8Kgitive4pt,2026-02-18T09:29:37.886Z,erase,invalid_asset_count,n/a,erase,invalid_asset_count,n/a,both_missed,none
2UBKsYM65AbbJbStrYGVC6t9QgDa9H8cpKXtf4XFh4obD7dm9ZNiMDtPyYiDFJ5ZAggNmhNnGdfknsK9YAbarHJt,H2rYhxbwkxjxbZwam3dbzVR8BbQCyHGUT8Kgitive4pt,2026-02-18T09:29:37.966Z,erase,invalid_asset_count,n/a,erase,invalid_asset_count,n/a,both_missed,none
43vqDLAfPxVke1b9fr4DLzKogJxzpWnQdvZ5G6Kfqc9EgMcb3HDKCoBxiT4A3qKt883X64UQo1J9t9gFgJ3miWSY,ByjcyGru3RTeAheTjoFJi7mL8knNmzHz1twuoqjbjRtF,2026-02-18T09:29:39.745Z,erase,swapper_identification_failed,n/a,erase,swapper_identification_failed,n/a,both_missed,none
AHZXo7LUk5QimoGAVNjmQtkojUf8WtVYLGKzafFPFwdCBhqXXJcm3RNFDoQNR7cjrXgDgHzVgvDHFaxQ3F81gs2,GsCY6n5RY7v3qcDAzGYcDShNzthngVs4So4b5nmVuqSN,2026-02-18T09:29:38.299Z,erase,invalid_asset_count,n/a,erase,invalid_asset_count,n/a,both_missed,none
3tXrU9t7getrDtiB8fBkH2zU24WpGRfQzMP3j6TghqacyrParsTso862S5zKrbUnevHkCgCKvQeNspxShy3QcD6M,9mhknuPaxKJf1YeFDS6TL4b9EDTPUWVAFPPhkPXUt4ak,2026-02-18T09:29:42.332Z,valid,,BUY,erase,invalid_asset_count,n/a,shyft_only,shyft
38f134yvAaYCV53fkfqWGLuhxn7X45wtT3G6WKQHDiaH2bP8CoUr4yvjFJLY7XfaKdrgb3VTrWfrgR67FeNYv1o2,ByjcyGru3RTeAheTjoFJi7mL8knNmzHz1twuoqjbjRtF,2026-02-18T09:29:42.882Z,erase,swapper_identification_failed,n/a,erase,swapper_identification_failed,n/a,both_missed,none
3mm233XLC8C94K7AYDNJcdSxxHe9wiTg6h9mntBjqTyogxK7upjoZrgxvYNxKnYdD7GXJrmRRm4zmb7uzrvyzWoz,Am8MAEorCMAKxphqjAz3Ff59NEwPm4W2eS3DQLi2B4hg,2026-02-18T09:29:46.601Z,erase,swapper_identification_failed,n/a,erase,swapper_identification_failed,n/a,both_missed,none
3jwbRxeFXGoN8bEAW9KdsKP6iTjK9MwqwRVECs18GWT8MuHEB1Q51cGEUyHVdSyTLkjaRA3y85UmhEAujCx6ExDM,H2rYhxbwkxjxbZwam3dbzVR8BbQCyHGUT8Kgitive4pt,2026-02-18T09:29:47.358Z,erase,invalid_asset_count,n/a,erase,invalid_asset_count,n/a,both_missed,none
252NuEFd62tKFNME98mxKxdtywjMAU62gz4KEPji74aMkmDanoSAGyxRkBQTtEbgrTGy4PBFZtXGXwqA1bfnPJr8,C68a6RCGLiPskbPYtAcsCjhG8tfTWYcoB4JjCrXFdqyo,2026-02-18T09:29:46.921Z,erase,invalid_asset_count,n/a,erase,invalid_asset_count,n/a,both_missed,none
Mj1LzViCVsbvdNijpf6xHFyz7fV2TcTXurquiqC4uVRWV6oAo3SXoTPJy47x6n8D4gUCXqKd6PW5kGDM1r4FZRS,H2rYhxbwkxjxbZwam3dbzVR8BbQCyHGUT8Kgitive4pt,2026-02-18T09:29:47.382Z,erase,invalid_delta_signs,n/a,erase,invalid_asset_count,n/a,both_missed,none
3NWAByZRZYe2MDtFPa8er8FqXPupacpHV5XVzMynVuJYomZVsXmZWgkLN2nAdT7LaUeKGM4hcr3kWurSQqM3Y6Fu,H2rYhxbwkxjxbZwam3dbzVR8BbQCyHGUT8Kgitive4pt,2026-02-18T09:29:47.370Z,erase,invalid_asset_count,n/a,erase,invalid_asset_count,n/a,both_missed,none
Ui2YbiX4yaMLK5GF7xfQqGUM2B3bAjirvRSTdxKmzbcsUcCngLbmbPz69VD399Z1koYUVWxhp7LNrCQCAZzhiyB,5e2qRc1DNEXmyxP8qwPwJhRWjef7usLyi7v5xjqLr5G7,2026-02-18T09:29:47.744Z,erase,swapper_identification_failed,n/a,erase,swapper_identification_failed,n/a,both_missed,none
3d4GJNWsuaHPnLj1NB55G4RDvmwvPm1kDJoKCbTnWNagruNEUbNEaBBETJ6AkAkL4CF1jEw7aJBM9BX66kBXMFRY,ByjcyGru3RTeAheTjoFJi7mL8knNmzHz1twuoqjbjRtF,2026-02-18T09:29:48.476Z,erase,swapper_identification_failed,n/a,erase,swapper_identification_failed,n/a,both_missed,none
5PgRNQTa1tzCFw4WVApM2o9cfbxxfQLP2jNjhGPHgCxbxrpQhiZKGgarcnPNvLz1neDMzoMC2L1iPCrijf6dKuP8,CSEncqtqbmNRjve42sNnbs5cCSmrjUNsAEwc17XY2RCs,2026-02-18T09:29:50.756Z,erase,swapper_identification_failed,n/a,erase,swapper_identification_failed,n/a,both_missed,none
2PWa4bind5vkNH5fm2zSXAVAfHoDLJtFYcF89z9EAjWLyZNdiWUUAypiUHFwvLfrG1RpvBvTEh9rdCgukkcCSP5,ByjcyGru3RTeAheTjoFJi7mL8knNmzHz1twuoqjbjRtF,2026-02-18T09:29:51.120Z,erase,swapper_identification_failed,n/a,erase,swapper_identification_failed,n/a,both_missed,none
5JxK3ncU87PF5xN72u4nCYjpXJsuLdmDPkZNqUwSp1Kz3pFWPrZr87f6f1gZQrbxF1VFDCBMi5xaTcvWBbUppsFo,CSEncqtqbmNRjve42sNnbs5cCSmrjUNsAEwc17XY2RCs,2026-02-18T09:29:51.480Z,erase,swapper_identification_failed,n/a,erase,swapper_identification_failed,n/a,both_missed,none
MaxtWKHgNxpaFfzuZhFNVDPpoqQn85GHVK4DCxJr2LimenaJzcu5adC527WfSESEr7E7q5BQqg1gVV5sj28cXSe,ByjcyGru3RTeAheTjoFJi7mL8knNmzHz1twuoqjbjRtF,2026-02-18T09:29:51.477Z,erase,swapper_identification_failed,n/a,erase,swapper_identification_failed,n/a,both_missed,none
4UH83XiuZzvWeZNZEAS5JEvkz9NjGwxxmSe3FkjZoJfah2px9ycWSvBre6YZJ1yC6okqXM2Y8dNQJ8WXgectUcze,C68a6RCGLiPskbPYtAcsCjhG8tfTWYcoB4JjCrXFdqyo,2026-02-18T09:29:51.127Z,erase,invalid_asset_count,n/a,erase,invalid_asset_count,n/a,both_missed,none
66FLmwDvZ9d7ycQk5HZbK1v1cquTD7TaafoPBHWcrPc6ioKG9nUHgLXW5xBYwzNjgDZ851UQScoa6hEvr4tEoHaq,DDgPbQfdHgBgq51omvQCPkC9ioywc6vvKQJ5mLk5hmmQ,2026-02-18T09:29:54.418Z,erase,swapper_identification_failed,n/a,erase,swapper_identification_failed,n/a,both_missed,none
E1JTYUyLCMEYrcUx5xMtCfkeM4nBfzCGmwdH4UocZnPcm9UAw7zMKHCkUynbAUKPVQohLNPFCgeK67n1AJq3oiJ,ByjcyGru3RTeAheTjoFJi7mL8knNmzHz1twuoqjbjRtF,2026-02-18T09:29:54.907Z,erase,swapper_identification_failed,n/a,erase,swapper_identification_failed,n/a,both_missed,none
2a9GWLWnnYnDZtyQDZ7C5NVcX8fBJuu6LyfXLsfJF4EupGHU2v5Ukkqaw1W6mjSgZ8mvAFYU1yLaePqo1wsBVPF6,H2rYhxbwkxjxbZwam3dbzVR8BbQCyHGUT8Kgitive4pt,2026-02-18T09:29:56.630Z,erase,invalid_asset_count,n/a,erase,invalid_asset_count,n/a,both_missed,none
5RJGfDPrZmbFborDfAqNttY9g2xmM8Wo1HhVgdVsoojcUSHrAEap48V6daTv5BMGhcCyeJVstTQ2uQhyfcsMkbnH,H2rYhxbwkxjxbZwam3dbzVR8BbQCyHGUT8Kgitive4pt,2026-02-18T09:29:56.617Z,erase,invalid_asset_count,n/a,erase,invalid_asset_count,n/a,both_missed,none
2BggW4BzSZQZLJjNLC7n7N94zpYKAg8EjQdf7J4ddHygKUgVmFTPj6tEjhzF5GLY71QxJY2H3guxpSsWe7LWkyWo,H2rYhxbwkxjxbZwam3dbzVR8BbQCyHGUT8Kgitive4pt,2026-02-18T09:29:56.641Z,erase,invalid_asset_count,n/a,erase,invalid_asset_count,n/a,both_missed,none
3Ucef2Z2birS7rLZkWdLUAWYDJpxHAAtzLffjKj3zSQd2Xgmke7utyNAiZ4SxZ6C8YmPyJi1uA3cRKjgFe5CwDig,H2rYhxbwkxjxbZwam3dbzVR8BbQCyHGUT8Kgitive4pt,2026-02-18T09:29:56.602Z,erase,invalid_asset_count,n/a,erase,invalid_asset_count,n/a,both_missed,none
5DqAZ4o9vYao8xzyCYG2LjDSmRK7vP2jreeWeeYxNUSsER19wCj12R6J8WWFS2naxYW66a1HQXCF1eum1o7X8Pjt,9E4fv9BsJ2BwkNBXDeUgpJYtrYPheMQWYFcxGYxDFshX,2026-02-18T09:30:04.196Z,erase,invalid_asset_count,n/a,erase,invalid_asset_count,n/a,both_missed,none
59HTUu69MvG5vnD92vjpiyH9Qhx5ECe5PWyvjVEfQwNsWDJ8SY7GYwZtJWWa2diZAdGiWm3BwUPxSdzXARpgGQmk,CSEncqtqbmNRjve42sNnbs5cCSmrjUNsAEwc17XY2RCs,2026-02-18T09:30:05.676Z,erase,swapper_identification_failed,n/a,erase,swapper_identification_failed,n/a,both_missed,none
4zM5PA611BwcM9oo7ack7qQ63At9mPKSSH97Z6EwBcMTUkwuSTELq112QaGFpNvRwU4iMpV8r8rZRS7x48nsPFYT,9ZPsRWGkukYeWg2Z7eZ8NaTBZ1DSuBUVzLcGQWZgE4Y4,2026-02-18T09:30:06.425Z,erase,swapper_identification_failed,n/a,erase,swapper_identification_failed,n/a,both_missed,none
2VTtBPG3ocn1xY4brqyDGzXZxefHRrYqvS1AcvngtWGf88piir6ZF2WTEL2odqtBZc9MtZEajEbr8Uji1WEg6uEg,9ZPsRWGkukYeWg2Z7eZ8NaTBZ1DSuBUVzLcGQWZgE4Y4,2026-02-18T09:30:03.829Z,erase,swapper_identification_failed,n/a,erase,swapper_identification_failed,n/a,both_missed,none
jyA3QYpUgBaHmcBksGy2VTmJ1Xu37kv8238aUL1q1uU1jNgpYpyrCd422We7J2oSfJNZXVDvoFxzRgAEbki1c3w,H2rYhxbwkxjxbZwam3dbzVR8BbQCyHGUT8Kgitive4pt,2026-02-18T09:30:07.977Z,erase,invalid_asset_count,n/a,erase,invalid_asset_count,n/a,both_missed,none
axJjbVyLmFi1XjjjF6Tdg59UVMXUqMsaLuCMigbc2wqQmcV1FWFhaEGoGd4yhbBNgwz8qzRdwAYivXd9yyn4Jnb,H2rYhxbwkxjxbZwam3dbzVR8BbQCyHGUT8Kgitive4pt,2026-02-18T09:30:07.971Z,erase,invalid_asset_count,n/a,erase,invalid_asset_count,n/a,both_missed,none
jnGXD9qeEUqriRA5qB7pn7cwCnNbHYC1YBCbnPAMxZU2C4eKQF3nth1LMrSZZtrTYxNZfNbLA7xBHAY7Y5Lty4R,76iXe9yKFDjGv3HicUVVy8AYxHLC71L1wYa12zaZzHHp,2026-02-18T09:30:08.007Z,erase,swapper_identification_failed,n/a,erase,swapper_identification_failed,n/a,both_missed,none
2eBECivPx49TV5mdB9yd9hsUCah35AFGgqVMN9pUTCAGbzxXnn2sA59fhej3vEdP27coF4AfbKMyDVgRRKCJhioc,H2rYhxbwkxjxbZwam3dbzVR8BbQCyHGUT8Kgitive4pt,2026-02-18T09:30:07.994Z,erase,invalid_asset_count,n/a,erase,invalid_asset_count,n/a,both_missed,none
2QrbbhUNATrsuG4FWC55qyXXgu8uGQFRfrX1qfgG7B4U2uWsPiFrmDsRKW3fH9wvAq3sQrDxJ42fFeFiULu7K5GY,H2rYhxbwkxjxbZwam3dbzVR8BbQCyHGUT8Kgitive4pt,2026-02-18T09:30:08.001Z,erase,invalid_asset_count,n/a,erase,invalid_asset_count,n/a,both_missed,none
26jJfYw457D8hNmRWRmpoUQEnwGTbu2C9NF7eGCu1a9t4BVZPWNgd2iT5GvmQVjxUyM7ZKQ2UTpKhsvf3ASWxsaw,ByjcyGru3RTeAheTjoFJi7mL8knNmzHz1twuoqjbjRtF,2026-02-18T09:30:08.357Z,erase,swapper_identification_failed,n/a,erase,swapper_identification_failed,n/a,both_missed,none
3HEibjuRXAZEMUcy9DXitki1bKXM83W7s1TazEvQpQiuFJ5ATx5tk8kWLZcCgJoH9QWrX4inXTtGPfsyFVGLvtzY,ByjcyGru3RTeAheTjoFJi7mL8knNmzHz1twuoqjbjRtF,2026-02-18T09:30:11.830Z,erase,swapper_identification_failed,n/a,erase,swapper_identification_failed,n/a,both_missed,none
4G8BZojRdBT47zyzyMYjF8Mp47dHQ1c8EGQG2TDy9k3wBWoNh4J5oF2Zzqs1qnmD3JFJCwKHD4xpqYTDwKpTTFaD,sdPGX5Zgb2a8o67aHSAezHmcTHe8HRs8HotyHvzhEhT,2026-02-18T09:30:15.529Z,erase,invalid_asset_count,n/a,erase,invalid_asset_count,n/a,both_missed,none
5BVxXjvHUgTkBxLGrtvce7AozjB2qNqw1yRc4g1T83gKPNuTzt4PMmYacAtCXWWfqAFPTroUisbYSYGDGwGmjwMx,ByjcyGru3RTeAheTjoFJi7mL8knNmzHz1twuoqjbjRtF,2026-02-18T09:30:21.520Z,erase,swapper_identification_failed,n/a,erase,swapper_identification_failed,n/a,both_missed,none
4GqfsUjTt7rRT5Nwb2TxJFi8qXKgVpfa1qbnAaotH7C7jGXrDnSofBGMpDPGfMipS8nx8313rdnNSVAJixt2sJH6,ByjcyGru3RTeAheTjoFJi7mL8knNmzHz1twuoqjbjRtF,2026-02-18T09:30:23.801Z,erase,swapper_identification_failed,n/a,erase,swapper_identification_failed,n/a,both_missed,none
34pVrZPp5pefuKajvNajM4izCz5hh5gevjeRDf96CR8e9fH1UD4iQAH4nD7BmBWyPNAi44FB3UG23vcPE5Afopk3,CSEncqtqbmNRjve42sNnbs5cCSmrjUNsAEwc17XY2RCs,2026-02-18T09:30:25.747Z,erase,swapper_identification_failed,n/a,erase,swapper_identification_failed,n/a,both_missed,none
qniVNdE2wumoUdmzipjXgjhY7WBX3cYEHygnmkUGQKoijR2KF9ZaaryTPFRXoMs92mj4RJQkStVHmBXGGptnTeZ,8d9FNC7AgKLTCPKNd3MMkLLXZYLmiYFYR3vfXMBNJVNx,2026-02-18T09:30:30.060Z,erase,swapper_identification_failed,n/a,erase,swapper_identification_failed,n/a,both_missed,none
2BbbUKMJxW51MHCKzYJFVQeEq418R9sos1WmyuNwWKq458NamB8tUPJs9mfTxzhhMqAzw9rPVH1nCAmpBPPcjsTS,9ZPsRWGkukYeWg2Z7eZ8NaTBZ1DSuBUVzLcGQWZgE4Y4,2026-02-18T09:30:32.099Z,erase,swapper_identification_failed,n/a,erase,swapper_identification_failed,n/a,both_missed,none
2mrEhSrZuKwRZprrV4cMinf27onfZsi2BV6HPANtBVuwrgfJ7eBHUi3VCSuzzybFq3x2kq2ajnvfuXFeLh5vjMZQ,CSEncqtqbmNRjve42sNnbs5cCSmrjUNsAEwc17XY2RCs,2026-02-18T09:30:32.445Z,erase,swapper_identification_failed,n/a,erase,swapper_identification_failed,n/a,both_missed,none
5KR2hzoA1jxdwVn5xxqqLf6LYWWHGPsqen5nBSRh2eG5p1ETANDPyKC8VfYyE6USp57rwN7pyTwSiTArTSHGUrfd,CSEncqtqbmNRjve42sNnbs5cCSmrjUNsAEwc17XY2RCs,2026-02-18T09:30:33.546Z,erase,swapper_identification_failed,n/a,erase,swapper_identification_failed,n/a,both_missed,none
